Name,ID,Publisher Name,Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Downloads First 30 Days (WW),Most Popular Country by Downloads,"RPD (All Time, WW)",Game Art Style,Game Theme,Game Genre,Game Setting
Fashion Stylist: Dress Up Game,5940935f33a95d71ba0003da,Games2win,560c44f28ac350643900525a,2023/12/3,Unified,Games,4273850,-7450930,-0.635486,72715.6,-34077.07,-0.319096,21216,-73635,-0.776323,88645,India,$0.01 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,Modern
Whispers - Interactive Stories,604ececa0f96d30a76d6baad,Gamehaus Network,63c0eaa965c0393287675b73,2023/12/3,Unified,Games,4269557,-2891613,-0.403791,17559322.56,4572739.12,0.352113,54776,-502,-0.009081,20347,US,$2.64 ,2D Realistic,Drama,Lifestyle,Modern
Flambé: Merge & Cook,670f5ddf227ce80fad574613,Microfun,55d8ea05a3f735178b006252,2023/12/3,Unified,Games,3815640,3815640,,29180940.64,29180940.64,,11778,11778,,22038,US,$7.60 ,2D Cartoon,Cooking / Food,Puzzle,Modern
Toca Boca World,5ba1a747249f1f6cc3bbfe61,Spin Master,55f8946c8ac350426b03d3e5,2023/12/3,Unified,Games,137198625,-11019496,-0.074346,174425513.4,-28689281.85,-0.141247,7358564,-1188199,-0.139023,2466663,Brazil,$1.37 ,2D Cartoon,Decoration,Lifestyle,Modern
Satiszone: Perfect ASMR Tidy,672d61a5a8fa0f1fb1e6814f,Sonat Game,5978113a160fde53f20092de,2023/12/3,Unified,Games,24651494,24651494,,62490.79,62490.79,,289984,289984,,1208433,Indonesia,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Seaside Escape: Merge & Story,63492c69e87b39014950901d,Microfun,55d8ea05a3f735178b006252,2023/12/3,Unified,Games,21024656,18304253,6.728508,324790870.4,307398445.6,17.674272,796980,756177,18.532387,106992,US,$14.39 ,2D Cartoon,Decoration,Puzzle,Modern
Kitty Sort: Twisted Tails,668f267b20ed45bfde5eb12f,Smart Project,5cca70a400d6f417b0dbf400,2023/12/3,Unified,Games,19580786,19580786,,376576.5,376576.5,,159981,159981,,387127,Brazil,$0.02 ,2D Cartoon,Animal - Cat,Puzzle,Cartoon Fantasy
Happy Merge Home,6243c6db6f1d5e1c1326a9d4,Casual Joy,5b7b1a4824f9a71e50f49fcc,2023/12/3,Unified,Games,19328453,17189875,8.037993,10946893.16,9935778.97,9.826565,227923,195190,5.963095,35341,India,$0.56 ,2D Realistic,Decoration,Puzzle,N/A
Design Home: House Makeover,578c96820211a6b097000054,Electronic Arts,56289c8802ac6486a700139c,2023/12/3,Unified,Games,14501051,4129279,0.398127,96341147.96,-29020549.44,-0.231495,566038,-379652,-0.401455,4630678,US,$5.57 ,2D Realistic,Decoration,Lifestyle,Modern
Merge Hotel Empire－Design Game,6237f80820799d1e79d2eedf,Moon Active,560c7e608ac350643902fee7,2023/12/3,Unified,Games,12928926,8635689,2.011463,50681497.4,39900359.35,3.700941,371190,258240,2.286321,36959,India,$3.57 ,2D Cartoon,Decoration,Puzzle,Modern
Spring Valley: Farm Game,5f3fe892eafbc6399e749f6f,Playkot,591dbf762c328a5b7801ea10,2023/12/3,Unified,Games,10984983,2370309,0.275148,9780680.45,2635868.73,0.368921,321503,202285,1.696766,282340,Russia,$0.86 ,2D Cartoon,Farming,Simulation,N/A
Yarn Fever! Unravel Puzzle,685e18f2973a8fe5e5505d96,Bravestars,594825d017ddb671190015b5,2023/12/3,Unified,Games,10977698,10977698,,2358330.51,2358330.51,,45888,45888,,226656,India,$0.21 ,Hypercasual,Hypercasual,Puzzle,N/A
Doll Repair - Paper Doll Maker,648da87525f77e744cf40a1d,Gloryway Puzzle Hub,6836edacc8b1f059a935e87e,2023/12/3,Unified,Games,10725384,9911561,12.179013,63473.87,53393.64,5.296867,229999,226821,71.372247,249,Mexico,$0.01 ,3D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Love Island: The Game,61e1431589dc4f1563c607cb,Fusebox Games,580ed480d0446e084400044b,2023/12/3,Unified,Games,10242054,6774810,1.953947,36147575.37,27649503.56,3.253621,180046,131996,2.747055,205777,US,$3.25 ,2D Cartoon,Drama,Lifestyle,Modern
Seat Jam 3D,635737e1124b504fab54965a,Fomo Games,5d96ee7e6188bc048a1d5e03,2023/12/3,Unified,Games,8232155,1824013,0.28464,1333762.79,1156432.74,6.521358,342980,271089,3.770834,845404,US,$0.10 ,Hypercasual,Hypercasual,Puzzle,N/A
Perfect Coffee 3D,61e0f0fd180097686226b2e7,Kwalee,55f88dbb8ac350426b01f69f,2023/12/3,Unified,Games,6647827,-6867662,-0.508133,34207.49,-11522.38,-0.251966,74571,-33138,-0.307662,1127,US,$0.00 ,3D Realistic,Cooking / Food,Lifestyle,Modern
Love Choices - Merge&Makeover,64b8a7afca97157974fedda8,Pexix,64b8a7afca97157974fedda7,2023/12/3,Unified,Games,5992493,1721468,0.403057,81088.84,20055.65,0.328602,154396,127210,4.679247,163191,Indonesia,$0.01 ,2D Cartoon,Drama,Puzzle,Modern
Decisions: Choose Your Stories,5b5a74454f1d3735d46c71db,Games2win,560c44f28ac350643900525a,2023/12/3,Unified,Games,5384679,-3534108,-0.396254,218133.28,32152.35,0.17288,28458,-34644,-0.549016,197691,Brazil,$0.02 ,2D Cartoon,Drama,Lifestyle,N/A
Property Brothers Home Design,5cf45c5db23a6206e42a4491,Stillfront Group,560c4a178ac350643900dbf8,2023/12/3,Unified,Games,3985451,-8206182,-0.673099,18969620.92,-25374799.26,-0.572221,97808,-276609,-0.738773,1238124,US,$2.63 ,2D Cartoon,Decoration,Puzzle,Modern
Princess Town Makeup Spa Games,6516455d30ddf610fd1b36f5,My Little Princess Games,64fb6895594b7b4362c56625,2023/12/3,Unified,Games,3396523,3341947,61.234737,176363.17,174851.44,115.663141,58147,57925,260.923423,27733,Russia,$0.05 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Fantasy Room: Home Decor,67fc9dc6f85b141247e7113d,Tang Thi Thuy,64d1c5eb8a6ea377eb41a1c4,2023/12/3,Unified,Games,3369703,3369703,,59115.27,59115.27,,74553,74553,,290576,US,$0.02 ,2D Cartoon,Decoration,Lifestyle,Modern
Coffee Match: Block Puzzle,680b0ec58ac008b84cd6fcab,Bravestars,594825d017ddb671190015b5,2023/12/3,Unified,Games,3317879,3317879,,59253.54,59253.54,,29952,29952,,821615,Russia,$0.02 ,3D Cartoon,Cooking / Food,Puzzle,N/A
Gossip Harbor: Merge & Story,62997510bafac62d04f854a3,Microfun,55d8ea05a3f735178b006252,2023/12/3,Unified,Games,75146146,66980408,8.202615,777913151.3,715489829.5,11.461899,3529411,3204735,9.870563,220276,Brazil,$10.08 ,2D Cartoon,Cooking / Food,Puzzle,Modern
Decor Life - Home Design Game,624346d018009760b1054415,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,73408879,10486472,0.166657,519221.9,-203882.55,-0.281954,803773,89513,0.125323,6594197,India,$0.01 ,3D Cartoon,Decoration,Lifestyle,Modern
Travel Town - Merge Adventure,5f09e992d871ea7bfa1d261b,Magmatic Games,61ba18d718009737863aa7db,2023/12/3,Unified,Games,52022796,35830468,2.212805,494149478.5,412785629.8,5.07333,2159714,1689211,3.590224,419667,US,$8.42 ,2D Cartoon,Decoration,Puzzle,Modern
The Sims FreePlay,55c5089f02ac64f9c00021eb,Electronic Arts,56289c8802ac6486a700139c,2023/12/3,Unified,Games,27516991,-5708185,-0.171803,49987381.93,2484641.88,0.052305,453359,-170507,-0.273307,1154485,Brazil,$1.61 ,3D Cartoon,Adventure,Simulation,Modern
Impossible Date: Tricky Riddle,62a3e97e6c725b6aee8524fe,Pofuduk Games,65e61e804ff2cf4f97178180,2023/12/3,Unified,Games,22554961,-18846768,-0.455217,74189.35,51327.18,2.24507,415237,82418,0.247636,782652,Mexico,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Happy Diner Story: Cooking,652f73396ac36003532e47dd,Play Fortune,629c4e21bc306478ec3c4bf9,2023/12/3,Unified,Games,22359840,22334100,867.680653,17862830.32,17862307.59,34171.19276,521125,521086,13361.17949,50336,Indonesia,$0.79 ,2D Cartoon,Cooking / Food,Simulation,Modern
Merge Studio: Fashion Makeover,6226e2ba3c7ff21479211f6d,Paxie Games,6226e2ba3c7ff21479211f6c,2023/12/3,Unified,Games,22067662,6705261,0.436472,11662773.32,6833403.13,1.414968,410154,189428,0.858204,7990,India,$0.44 ,2D Cartoon,Fashion / Aesthetics / Hair,Puzzle,Modern
Satisfying Puzzle: Tidy Up,676222cf6e9ed51543a03a98,Stella Joy Studio,604b0e1afae2604c2d5ae478,2023/12/3,Unified,Games,17624279,17624279,,26277.85,26277.85,,202319,202319,,12775,Brazil,$0.00 ,2D Cartoon,Hypercasual,Simulation,Modern
Miga Town: My World,5ddfa1f3077601053d7550ed,XiHe Digital Technology,5a5703328a15114e4e06d0ce,2023/12/3,Unified,Games,16700700,-20563946,-0.551835,1398727.58,-2421705.16,-0.633882,167805,-253398,-0.601605,889262,Brazil,$0.11 ,2D Cartoon,Decoration,Lifestyle,Modern
YoYa: Doll Avatar Maker,64808e41dde1d12f121ea723,YoYa Games,614cd17ec18c184d3f8ab0d3,2023/12/3,Unified,Games,13243184,9984897,3.064462,34030.13,29831.02,7.104129,298383,281069,16.233626,184448,Brazil,$0.00 ,2D Anime,Fashion / Aesthetics / Hair,Lifestyle,Modern
Crazy Hospital,6259c830b3ae270d234fe56e,Smart Fun,5c54e4ca177c365cd44af344,2023/12/3,Unified,Games,10795911,-10704795,-0.497881,10863486.27,-18894251.8,-0.634936,207467,-94467,-0.312873,55491,Indonesia,$1.26 ,2D Cartoon,Medical / Emergency Services,Simulation,Modern
Grand Hotel Mania: Hotel games,5c7e0a0b64be1e70cd986b75,MY.GAMES,66887d8fb5fb802d18f2078a,2023/12/3,Unified,Games,8897688,3743981,0.726464,15143639.79,-34782.62,-0.002292,112084,-35304,-0.239531,1664796,Russia,$2.46 ,2D Cartoon,Business,Simulation,Modern
Colorscapes - Color by Number,5e6c6c698808ba640311c97d,Playflux,64221856f2c9e344c7723c37,2023/12/3,Unified,Games,8768885,-14786456,-0.627733,346474.16,-292393.71,-0.457675,122846,-199000,-0.618308,474864,Brazil,$0.02 ,Flat,Art,Tabletop,N/A
Malatang Master - Mukbang ASMR,65ed480fb2df11687def3abd,Supa,64b1d08be0fd020893f7d877,2023/12/3,Unified,Games,7659697,7659697,,18316.29,18316.29,,181609,181609,,66365,Indonesia,$0.00 ,2D Cartoon,Cooking / Food,Simulation,Modern
My Home Makeover: House Design,5dba38c76656cf0e5263c660,Holy Cow Studio,5757827c09012d3119000183,2023/12/3,Unified,Games,6011254,-1791318,-0.22958,54199.88,-72643.09,-0.572701,31646,-16655,-0.344817,2189,Brazil,$0.01 ,2D Realistic,Decoration,Puzzle,Modern
Dragonscapes Adventure,5f403686eb829d6d59785db9,Century Games,620d3b8db3ae27635539cde2,2023/12/3,Unified,Games,5483966,-13917950,-0.717349,55719121.83,-19614415.73,-0.260368,271821,-31005,-0.102386,872260,US,$4.82 ,3D Cartoon,Dragon,Simulation,High Fantasy
Hello Kitty games for girls,5b490c19f6c42c7779415974,Abuzz,55fcab358ac350db5501b77a,2023/12/3,Unified,Games,4294453,1702256,0.656685,5422.25,-1209.5,-0.18238,28362,12536,0.792114,5313,Mexico,$0.00 ,2D Cartoon,Driving - Platformer,Arcade,Cartoon Fantasy
Gymnastics Superstar Star Girl,595b3d1b0211a6c35800010d,Embracer Group,560494718ac35017220101d4,2023/12/3,Unified,Games,3981581,-5378312,-0.574613,202537.5,-141135.82,-0.410669,23837,-40034,-0.626795,6934616,Brazil,$0.05 ,3D Cartoon,Sports - Other,Lifestyle,Modern
Merge Sweets,64bfb6732856b55c55d451f0,Springcomes,57ae1e3f2b91b412830024f5,2023/12/3,Unified,Games,3889123,3315453,5.779373,5090606.12,4746131.27,13.777875,84412,79930,17.833556,147293,South Korea,$1.22 ,2D Cartoon,Candy / Dessert,Puzzle,Modern
makeup beauty: wedding artist,614e771645e8af6ffae5a65b,GameiAvo,60fa703cfc371764b43131c4,2023/12/3,Unified,Games,3320738,3318309,1366.121449,0,0,,186178,186001,1050.853107,0,India,$0.00 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,Modern
Goods Puzzle: Sort Challenge,660a000b07b029033e9d211b,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,85715100,85715100,,34570790.97,34570790.97,,1593283,1593283,,687993,Brazil,$0.40 ,Hypercasual,Shopping,Puzzle,N/A
Perfect Tidy,66d27b94782b200e42488550,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,77674318,77674318,,1696100.94,1696100.94,,763163,763163,,8838004,US,$0.03 ,Hypercasual,Hypercasual,Lifestyle,N/A
Brain Puzzle: Tricky Quest,66e92264ec0da130117f89fd,JoyGame Studio,67f7fbf88e611327995b9574,2023/12/3,Unified,Games,47115828,47115828,,0,0,,332549,332549,,70021,Russia,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Makeup Stylist: Makeup Game,62333865ac55865249176ae2,HDuo Fun Games,58b9c038b61df00ad000053c,2023/12/3,Unified,Games,30482762,1236224,0.042269,63629.72,33733.16,1.128329,451056,104447,0.30134,268564,Brazil,$0.00 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,Modern
Airplane Chefs - Cooking Game,5ea2814a087f660c6133a932,Nordcurrent,560c3f8c8ac3506439001059,2023/12/3,Unified,Games,27613105,9144503,0.495138,16638727.84,5019479.51,0.431997,467312,270334,1.372407,2280014,Indonesia,$0.63 ,2D Cartoon,Cooking / Food,Simulation,Modern
"Good Coffee, Great Coffee",672dff51f7044650fc5cd1ae,TapBlaze,5638ebce2adfafbf7b3b31c3,2023/12/3,Unified,Games,24109802,24109802,,1079003.97,1079003.97,,258087,258087,,9848581,Turkey,$0.05 ,2D Cartoon,Cooking / Food,Simulation,Modern
That’s My Seat – Logic Puzzle,669ec9f39db8fb0db1dc07ac,Rooftop Game,672ba43be567d62889926e64,2023/12/3,Unified,Games,22181108,22181108,,4183694.31,4183694.31,,143064,143064,,487393,US,$0.19 ,2D Cartoon,Hypercasual,Puzzle,Modern
Monster High Beauty Salon,59e99f830211a611aabc14ad,Embracer Group,560494718ac35017220101d4,2023/12/3,Unified,Games,21042126,-5849069,-0.217509,494463.62,-89407.9,-0.153129,140331,-72600,-0.340956,1548997,Brazil,$0.03 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,High Fantasy
Screw Out,660a22bcd4754567efc66a47,iKame,5ef3a979f26fe50eefaa9733,2023/12/3,Unified,Games,19935047,19935047,,14180550.17,14180550.17,,249237,249237,,72888,Russia,$0.71 ,Hypercasual,Hypercasual,Puzzle,N/A
Cooking Diner: Chef Game,631a90c13428057a0eaca1de,Gameone,562947393f07e236f90008e5,2023/12/3,Unified,Games,17769770,731511,0.042933,1166767.38,550585.02,0.893542,713605,425298,1.475157,1131693,India,$0.05 ,2D Cartoon,Cooking / Food,Simulation,Modern
Tap Gallery: Unpuzzle Images,666924fdbcc06cca2f714c20,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,14055772,14055772,,1534929.61,1534929.61,,175406,175406,,720,Brazil,$0.11 ,Hypercasual,Bubbles / Tiles / Colors,Puzzle,N/A
Satisday ASMR: Organizing game,6659299547b97217ceea3590,TVC Global,606af09521c41e171e91b516,2023/12/3,Unified,Games,13965834,13965834,,12121.23,12121.23,,61855,61855,,1411358,Brazil,$0.00 ,2D Cartoon,Hypercasual,Lifestyle,N/A
Sushi Maker Kids Cooking Games,62e8457f57ab7747b303b691,Pazu Games,5614c1493f07e25d29005610,2023/12/3,Unified,Games,11567560,6615579,1.335946,264963.46,154594.45,1.400705,131345,106080,4.198694,92933,Indonesia,$0.02 ,3D Realistic,Cooking / Food,Simulation,Modern
Found It! Hidden Object Game,634a30413e802152934b651e,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,11194628,1501334,0.154884,7465689.53,5255698.05,2.378153,423500,288891,2.146149,6880,US,$0.46 ,2D Cartoon,Adventure,Puzzle,Modern
Tile Push!,63e7cbc8b3ae27165faf45f9,BlackTea Games,6328bfff4b273e2b858dbd4f,2023/12/3,Unified,Games,8593044,4693682,1.203705,0,0,,613630,566269,11.956441,0,Mexico,$0.00 ,Hypercasual,Tabletop,Puzzle,N/A
Family Farm Adventure,602676ea8761c6130584636e,Century Games,620d3b8db3ae27635539cde2,2023/12/3,Unified,Games,8064113,-18654713,-0.698186,51866195.43,-75299088,-0.592136,224924,-332524,-0.596511,2210789,India,$4.26 ,3D Cartoon,Farming,Simulation,N/A
School Girls Simulator,58cb366addc1473021005a1c,Meromsoft,586daa7202e92a152d010b9f,2023/12/3,Unified,Games,5688233,-790019,-0.121949,0,0,,44004,-16098,-0.267845,328041,Thailand,$0.00 ,3D Anime,School,Simulation,Modern
Breakfast Story: cooking game,5ee10b04f92d24094c51eeb2,YiYo Studios,5ee10b04f92d24094c51eeb1,2023/12/3,Unified,Games,5373833,-812147,-0.131288,1046979.64,985189.86,15.94422,92235,16179,0.212725,5410,China,$0.10 ,2D Cartoon,Cooking / Food,Simulation,N/A
animal restaurant,5d947688b9ab946158310f44,DHGames,594188330c57f40acd000a72,2023/12/3,Unified,Games,4369929,-6569875,-0.600548,2410708,-896047.49,-0.270975,212381,-194263,-0.477723,210379,US,$0.24 ,2D Cartoon,Animal - Zoo / Other,Simulation,Cartoon Fantasy
Beauty Salon: Spa & Nail Game,655f8c819eb61476be1f9ea6,Bekids,62ccf5719d8e647ef09bd24a,2023/12/3,Unified,Games,3791687,3791684,1263894.667,14282.31,14282.31,,112736,112736,,3,Brazil,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Hello Town: Merge & Story,66dba4f02e3b6ad06181970d,Springcomes,57ae1e3f2b91b412830024f5,2023/12/3,Unified,Games,3327326,3327326,,2997082.94,2997082.94,,56137,56137,,467777,South Korea,$0.90 ,2D Anime,Cooking / Food,Puzzle,Modern
Happy Color: Coloring Book,5a695569a3f5793ecc279a5f,X-Flow,5b2ab3e1b8d1243541e08991,2023/12/3,Unified,Games,73904430,-17403085,-0.190599,1484049.31,-302080.45,-0.169126,5242162,-3716056,-0.414821,1431992,Brazil,$0.02 ,Flat,Art,Tabletop,N/A
Cookingdom,67ca10292085e4eceab6ff24,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,69163172,69163172,,856638.75,856638.75,,573829,573829,,8218189,India,$0.01 ,2D Cartoon,Cooking / Food,Simulation,N/A
Royal Cooking - Cooking Game,62e4c97dc8495829b00c9e6b,Matryoshka,5cf5d7ffa596c760a9b1e1ef,2023/12/3,Unified,Games,55845036,54089269,30.806633,8469829.61,8447035.01,370.571759,500160,491842,59.129839,135043,India,$0.14 ,2D Cartoon,Cooking / Food,Simulation,Modern
Tanghulu Master - Mukbang ASMR,6515950e4b00ee1241179ca0,Whoyaho Corp.,60a478ce4c31b810b68a05f6,2023/12/3,Unified,Games,46656211,44154353,17.648625,772041.64,763834.68,93.071573,1015591,1002109,74.329402,2158686,Indonesia,$0.02 ,2D Cartoon,Candy / Dessert,Simulation,Cartoon Fantasy
Find It Out - Hidden Object,6312b10e5a461346ab5b0ad2,Guru Puzzle Game,61dc87b7c64c2403403a4e61,2023/12/3,Unified,Games,33283971,18073990,1.188298,3492534.01,1580309.99,0.826425,599383,440050,2.761826,127285,Mexico,$0.11 ,2D Cartoon,Tabletop,Puzzle,N/A
Goods Sort - Sorting Games,6386f8a695755a2538618d35,Shinrays Brain Studio,6871da63e50be192633dcecc,2023/12/3,Unified,Games,27617817,6765936,0.324476,11771369.81,8853970.3,3.034884,1038478,712042,2.181261,9989,Brazil,$0.30 ,Hypercasual,Hypercasual,Puzzle,N/A
Fashion Battle - Dress up game,6066bab8eafbc665a1985600,Apps Mobile Games,5fb965d775c89706fde65fa5,2023/12/3,Unified,Games,24377417,-27881327,-0.533525,139244.21,-35202.87,-0.201797,292460,-260217,-0.47083,2877649,Turkey,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Lifestyle,N/A
Farmington – Farm game,606b5a149d23e14cc5120540,UGO Games,5d51c7d83c46f1579803db7d,2023/12/3,Unified,Games,20722747,15483319,2.955154,6620201.62,4498731.43,2.120573,242011,179217,2.854047,229341,Russia,$0.34 ,2D Cartoon,Farming,Simulation,Modern
Screw Guru,670dc7d7594b7b2971d43792,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,19810692,19810692,,2280637.81,2280637.81,,285020,285020,,284616,US,$0.11 ,Hypercasual,Hypercasual,Puzzle,N/A
Farm Jam: Animal Escape Game,61f907d4e4662f05aaf4e9d8,AppsYouLove,6467d12a29dce76723caf8ae,2023/12/3,Unified,Games,17555168,8184430,0.873403,6543366.95,1065119.99,0.194427,209352,127124,1.545994,20226,Brazil,$0.45 ,2D Cartoon,Animal - Farm,Puzzle,Cartoon Fantasy
Rent Please!-Landlord Sim,60408d0886931972c42c94f3,Shimmer Games,5cfa197d7af4a6235fcadc6c,2023/12/3,Unified,Games,14099697,-5146084,-0.267388,9480188.48,4364008.74,0.852982,535240,70232,0.151034,3547894,Philippines,$0.44 ,2D Cartoon,Business,Simulation,Modern
Wool Sort,67ac603b27e2c12ab1db15be,Shycheese,66ebae4c7f5656ef4bd5033e,2023/12/3,Unified,Games,13161921,13161921,,804354.01,804354.01,,178029,178029,,56213,India,$0.06 ,Hypercasual,Hypercasual,Puzzle,N/A
Screw Match: ASMR Blast,66b6c86c23d7ba8284d25611,Bestplay Games,6159de671800973990049e9e,2023/12/3,Unified,Games,12378852,12378852,,3162471.22,3162471.22,,177542,177542,,348699,Brazil,$0.26 ,2D Cartoon,Medical / Emergency Services,Puzzle,N/A
Hamster Jump: Cake Tower!,65307f00c829b11a94befb1d,Noctua Games,62188ddb1800972f3789ffc6,2023/12/3,Unified,Games,11197210,11170562,419.189508,17599.6,17584.13,1136.659987,162355,162278,2107.506494,27936,Vietnam,$0.00 ,2D Cartoon,Animal - Dog / Pet,Arcade,Cartoon Fantasy
Merge Dragons!,57d6bb900211a6b7290001a8,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,10551181,-2327425,-0.18072,156901536.5,-73399306.4,-0.318711,603097,-593104,-0.495823,1773836,US,$10.63 ,2D Cartoon,Dragon,Puzzle,High Fantasy
Crazy Diner - Running Game,5fbf024173f9e661143f89d0,Smart Fun,5c54e4ca177c365cd44af344,2023/12/3,Unified,Games,9690260,-2199682,-0.185004,500844.92,-8421303.56,-0.943865,47319,-173628,-0.785836,34990,Brazil,$0.40 ,2D Cartoon,Cooking / Food,Simulation,Modern
Tasty Diary: Chef Cooking Game,6173924c8f9d381651c6cb45,Gameone,562947393f07e236f90008e5,2023/12/3,Unified,Games,8496468,7423414,6.918025,246261.3,224150.5,10.137602,188903,164736,6.816568,377253,India,$0.03 ,2D Cartoon,Cooking / Food,Simulation,Modern
Fashion Glow: Model & Style,6780d33e27e2c17f813770d6,Dress Up Games,5fac3c760cd64659d334ba2e,2023/12/3,Unified,Games,8426340,8426340,,6174.37,6174.37,,18089,18089,,811990,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Hotel Transylvania Adventures,5bc0dac3b2e3182b0a502571,Embracer Group,560494718ac35017220101d4,2023/12/3,Unified,Games,6943561,-1932221,-0.217696,12717.5,-3231.03,-0.202591,54703,-13635,-0.199523,2952330,Brazil,$0.00 ,2D Cartoon,Adventure,Arcade,High Fantasy
High School Simulator 2018,5937935d2739da0cb9001918,KUMA GAMES,56294c593f07e236f90353e9,2023/12/3,Unified,Games,6444182,-10495574,-0.619582,0,0,,47671,-102975,-0.683556,896744,Indonesia,$0.00 ,3D Anime,School,Simulation,Modern
Tsuki's Odyssey,60a4330fba91e81d884f65c1,HyperBeard,584911cd0211a64a5f0002c4,2023/12/3,Unified,Games,6339089,1465791,0.30078,2300519.78,1455321.49,1.72187,468276,300793,1.795961,1458769,Mexico,$0.25 ,2D Cartoon,Animal - Zoo / Other,Simulation,Cartoon Fantasy
Netflix Stories,64e5236e904c984b97fbb48e,Netflix,5614b80f3f07e25d290016a7,2023/12/3,Unified,Games,6332745,4870387,3.330503,23153.29,21750.48,15.504937,114035,104601,11.087662,931117,US,$0.01 ,2D Realistic,Drama,Lifestyle,Modern
We Are Cooking: Taste of Life,6651370b6e60eb7cb6a468b1,Matryoshka,5cf5d7ffa596c760a9b1e1ef,2023/12/3,Unified,Games,5855558,5855558,,269856.67,269856.67,,81498,81498,,746856,India,$0.04 ,2D Cartoon,Cooking / Food,Simulation,Modern
Tabou Stories®: Love Episodes,5dd609ce4124953184dce2eb,Stillfront Group,560c4a178ac350643900dbf8,2023/12/3,Unified,Games,5655784,-6100067,-0.518896,3144071.2,-7184358.06,-0.695591,28614,-54041,-0.653814,576974,Brazil,$1.14 ,2D Realistic,Drama,Lifestyle,Modern
Raise My Perfect idol,64f02bcaaf74dd1ea7fb2421,Tokyo Communications Group,5b055f0fe94e9b53cee0e5c3,2023/12/3,Unified,Games,5414436,5103587,16.418219,0,0,,38561,37468,34.279963,682995,Mexico,$0.00 ,2D Anime,Idol,Puzzle,Modern
